model,model_display_name,n_train,metric,base_metric,aggregation,n_repeats,mean,sd,mcse,median,iqr,q05,q95,q10,q90
set_transformer,Set Transformer,360,mean_q,mean_q,play,100,0.13278398801178304,0.1812273436993829,0.01812273436993829,0.04517147211197055,0.2250165841115987,0.0,0.5505832776295231,0.0,0.34731419769515254
zoo_cnn,Zoo CNN,360,mean_q,mean_q,play,100,0.44283294737909806,0.4435742113519464,0.04435742113519464,0.2957389468885223,0.640893607861041,0.0,1.200122951754003,0.0,1.0292206702495024
lightgbm_multiclass,LightGBM,20,mean_width,mean_width,play,100,16.057834396508646,0.580446678439613,0.0580446678439613,15.994376203070011,0.834033598347629,15.26280084044255,17.11849106445793,15.389614461007483,16.774830732940792
ridge_sgd_l2,L2 one-vs-rest logistic,20,mean_width,mean_width,play,100,21.710085613400068,0.9337000562597817,0.09337000562597816,21.614127640584744,1.230555728454874,20.354288051450084,23.589192168129266,20.47441137218311,22.953975342957754
set_transformer,Set Transformer,20,mean_width,mean_width,play,100,17.07535082547462,1.5086822531736048,0.1508682253173605,16.83142393470184,1.8377438240368171,15.00795540844063,19.87751791904646,15.215790957705396,19.081206196224077
zoo_cnn,Zoo CNN,20,mean_width,mean_width,play,100,20.641105040418903,8.105972437235469,0.8105972437235469,17.65755617171198,4.271719267391017,15.47253711331996,42.761685578435525,15.734816432147474,31.447670190460833
lightgbm_multiclass,LightGBM,40,mean_width,mean_width,play,100,15.01899107609301,0.3246401119068172,0.03246401119068172,14.993440648127923,0.44474110074640905,14.486973192126682,15.510897076083141,14.61336840149824,15.458847620582233
ridge_sgd_l2,L2 one-vs-rest logistic,40,mean_width,mean_width,play,100,21.71064468787868,0.7288514691566552,0.07288514691566553,21.690075802792855,0.9409735115402746,20.57435476332657,22.96005018989223,20.870014471990217,22.772382629284728
set_transformer,Set Transformer,40,mean_width,mean_width,play,100,15.75379159988268,0.8580895792006104,0.08580895792006103,15.598664929990232,1.1168188711667195,14.575370949740021,17.010710627063773,14.784348737525994,16.811258748366146
zoo_cnn,Zoo CNN,40,mean_width,mean_width,play,100,18.090440659374373,3.4757550057711324,0.34757550057711323,17.213119242863392,2.618823821346183,15.140244113982122,23.354033935937863,15.675930779099959,20.942935050934746
lightgbm_multiclass,LightGBM,80,mean_width,mean_width,play,100,14.286418885334967,0.33299541684801737,0.03329954168480174,14.243723958231886,0.43681897078654863,13.725259591053577,14.843712887230522,13.919039844052973,14.6968940384467
ridge_sgd_l2,L2 one-vs-rest logistic,80,mean_width,mean_width,play,100,21.68481441179462,0.5322621924046905,0.05322621924046905,21.696568976949585,0.6710895810450737,20.763511603749723,22.58802202744344,20.98921680149899,22.38708685906645
set_transformer,Set Transformer,80,mean_width,mean_width,play,100,15.296277432941135,0.683617581637147,0.0683617581637147,15.288932884616923,0.9082078278482815,14.271448484325749,16.355761395695545,14.456924135823767,16.216857532753238
zoo_cnn,Zoo CNN,80,mean_width,mean_width,play,100,16.60142241016105,1.3275759400188976,0.13275759400188974,16.391508336911887,1.6081786467871453,14.72314673899304,19.025403562457853,15.182460210778597,18.34292176336472
lightgbm_multiclass,LightGBM,160,mean_width,mean_width,play,100,13.865484550986505,0.30770225310880767,0.030770225310880767,13.851414713436935,0.4333849177113862,13.437324669308696,14.37665981927226,13.496245826695413,14.28855869110896
ridge_sgd_l2,L2 one-vs-rest logistic,160,mean_width,mean_width,play,100,21.648846684907923,0.42603591953136044,0.042603591953136045,21.681773483931018,0.5438531356928031,20.99273494749053,22.28511651707369,21.114111771566794,22.139064307960613
set_transformer,Set Transformer,160,mean_width,mean_width,play,100,14.761510353136542,0.7827129113320674,0.07827129113320674,14.613124607774768,0.9720871923208865,13.413128327745069,16.154458288631037,13.898799025600242,15.775606693021201
zoo_cnn,Zoo CNN,160,mean_width,mean_width,play,100,14.94636505165052,1.214440067613562,0.12144400676135621,14.866501301508396,1.4109917833651586,13.362549551191863,16.917218977502205,13.567597974919742,16.30802441593272
lightgbm_multiclass,LightGBM,240,mean_width,mean_width,play,100,13.696381897412577,0.26545711875170297,0.026545711875170297,13.673855631598714,0.37327040174641546,13.331348344084553,14.142148274292854,13.378998308864654,14.064387421615443
ridge_sgd_l2,L2 one-vs-rest logistic,240,mean_width,mean_width,play,100,21.61244221948263,0.32876735351275943,0.03287673535127594,21.611458414774575,0.4222316211010835,21.08137552974886,22.100555087186425,21.196823437729552,22.003576517917466
set_transformer,Set Transformer,240,mean_width,mean_width,play,100,14.443138418765963,0.6939471248352956,0.06939471248352956,14.459136347408482,0.9555235721966255,13.389896688792797,15.611724537580894,13.589299030706103,15.429145703092162
zoo_cnn,Zoo CNN,240,mean_width,mean_width,play,100,14.534168730025087,0.9286218567445189,0.0928621856744519,14.44726691318752,1.1680189832902084,13.1488530851755,15.884081731372678,13.34889969673281,15.578543872992514
lightgbm_multiclass,LightGBM,360,mean_width,mean_width,play,100,13.64421001519321,0.25625020070855065,0.025625020070855063,13.644041207935995,0.32202651961863005,13.241496238138167,14.061455008474908,13.295524898790422,13.990672988942261
ridge_sgd_l2,L2 one-vs-rest logistic,360,mean_width,mean_width,play,100,21.594451071720012,0.3054769875096059,0.03054769875096059,21.57252726351239,0.402226814636947,21.114478148669264,22.07210953229502,21.223862897136076,21.964570018671623
set_transformer,Set Transformer,360,mean_width,mean_width,play,100,14.464827689242238,0.7666585784700626,0.07666585784700626,14.36192555292057,1.1144999371007422,13.37691398708838,15.863000130204458,13.580091260765512,15.494162799521732
zoo_cnn,Zoo CNN,360,mean_width,mean_width,play,100,14.110986503404083,1.2012739971234454,0.12012739971234454,13.78979451543557,1.2956297143987197,12.85342767097359,16.293211064334276,12.957624041675675,15.467788156601141
lightgbm_multiclass,LightGBM,20,mean_width_game_equal,mean_width,game_equal,100,16.079649307362512,0.5824532059658654,0.05824532059658653,15.997797305754059,0.8176961386102377,15.272564122176306,17.12435568838177,15.396110696251096,16.82668647238411
ridge_sgd_l2,L2 one-vs-rest logistic,20,mean_width_game_equal,mean_width,game_equal,100,21.656402714920443,0.9313592128680382,0.09313592128680383,21.543095967010096,1.2380547756426097,20.301281276180323,23.493171654738223,20.442499357682713,22.906777918757296
set_transformer,Set Transformer,20,mean_width_game_equal,mean_width,game_equal,100,17.077100706205275,1.5080042598022425,0.15080042598022425,16.840515233807555,1.826121596372353,15.005702308347269,19.87413513456991,15.217882929252923,19.112369853745435
zoo_cnn,Zoo CNN,20,mean_width_game_equal,mean_width,game_equal,100,20.65621419661103,8.09777366460255,0.8097773664602551,17.70123650007897,4.302951904379029,15.494685265816715,42.692035891771724,15.748560815919827,31.44265890430494
lightgbm_multiclass,LightGBM,40,mean_width_game_equal,mean_width,game_equal,100,15.043029427806095,0.3275961210778189,0.03275961210778189,15.013029385425394,0.47230643855280086,14.533306884849978,15.553025089763958,14.628573384832398,15.474489507262536
ridge_sgd_l2,L2 one-vs-rest logistic,40,mean_width_game_equal,mean_width,game_equal,100,21.65642785811178,0.7283757507251118,0.07283757507251118,21.62095995419923,0.9230449754329477,20.522219299289254,22.91370274607236,20.816279792227057,22.6946251961222
set_transformer,Set Transformer,40,mean_width_game_equal,mean_width,game_equal,100,15.75967627026762,0.857225100206501,0.0857225100206501,15.597111378157795,1.118890111209863,14.582538323913647,17.00885952588249,14.805842273162034,16.82678583865991
zoo_cnn,Zoo CNN,40,mean_width_game_equal,mean_width,game_equal,100,18.115114575626773,3.4748970428288386,0.34748970428288384,17.219879382468665,2.607039893385682,15.159128821409865,23.372054897490724,15.689612297834813,20.97910466214085
lightgbm_multiclass,LightGBM,80,mean_width_game_equal,mean_width,game_equal,100,14.306110075079564,0.33316669477016897,0.0333166694770169,14.267118387227733,0.43128887211351596,13.730653669567886,14.849359767876354,13.922956241615836,14.72831020917616
ridge_sgd_l2,L2 one-vs-rest logistic,80,mean_width_game_equal,mean_width,game_equal,100,21.62954825091668,0.5311077092598272,0.05311077092598272,21.649580361092788,0.6645666100522796,20.71581949477207,22.501284103682135,20.959987258350218,22.3568405823698
set_transformer,Set Transformer,80,mean_width_game_equal,mean_width,game_equal,100,15.308209900337303,0.6826794239635732,0.06826794239635732,15.293897313212202,0.9335085251781781,14.308028362224473,16.361990543818028,14.480992861395354,16.228914662670515
zoo_cnn,Zoo CNN,80,mean_width_game_equal,mean_width,game_equal,100,16.629855406932972,1.331809395527114,0.1331809395527114,16.421334727645025,1.614748584553892,14.742951448751482,19.074386545568807,15.20768545613243,18.342866036665715
lightgbm_multiclass,LightGBM,160,mean_width_game_equal,mean_width,game_equal,100,13.886082650643388,0.3075526986059123,0.03075526986059123,13.864725613135306,0.43292831993522896,13.462231451400191,14.40609231333458,13.516656148253539,14.308379038900304
ridge_sgd_l2,L2 one-vs-rest logistic,160,mean_width_game_equal,mean_width,game_equal,100,21.593809914873074,0.4246686208353158,0.04246686208353158,21.627396224587237,0.5588454607562952,20.923274647055155,22.195898739145814,21.064954326322205,22.06870218020082
set_transformer,Set Transformer,160,mean_width_game_equal,mean_width,game_equal,100,14.779137089468673,0.7848589422762514,0.07848589422762514,14.637432704265635,1.011068110303862,13.445431263385892,16.16907101851967,13.918461298458976,15.80521768455004
zoo_cnn,Zoo CNN,160,mean_width_game_equal,mean_width,game_equal,100,14.975608465070607,1.2214521332903991,0.12214521332903991,14.883722529350377,1.3995557209948775,13.384134201578883,16.9234228789072,13.600143134581105,16.35059132411035
lightgbm_multiclass,LightGBM,240,mean_width_game_equal,mean_width,game_equal,100,13.719049295350763,0.2657521874920447,0.02657521874920447,13.698061775605685,0.3667342112675982,13.36791243183703,14.169477502373756,13.407711118161224,14.08270366246549
ridge_sgd_l2,L2 one-vs-rest logistic,240,mean_width_game_equal,mean_width,game_equal,100,21.557506419473516,0.3297204009440515,0.032972040094405144,21.536661664693494,0.3921611433983827,21.029313438875725,22.065304290149065,21.154289412753364,21.954790331705446
set_transformer,Set Transformer,240,mean_width_game_equal,mean_width,game_equal,100,14.462700452579863,0.6941002387586004,0.06941002387586004,14.481149198707932,0.9487880913149986,13.398720937696691,15.642403577268775,13.614574049864338,15.446646488691984
zoo_cnn,Zoo CNN,240,mean_width_game_equal,mean_width,game_equal,100,14.56087582092093,0.9289595763857288,0.09289595763857288,14.490587892880368,1.1554079635250627,13.180999168624487,15.918062261667732,13.364319073054185,15.595786083035069
lightgbm_multiclass,LightGBM,360,mean_width_game_equal,mean_width,game_equal,100,13.667309323739,0.2560090265694638,0.025600902656946378,13.665323879299043,0.32324181354767845,13.274879042220698,14.073262900577463,13.312921982003699,14.004163790680463
ridge_sgd_l2,L2 one-vs-rest logistic,360,mean_width_game_equal,mean_width,game_equal,100,21.53983723053233,0.302493843164774,0.0302493843164774,21.51236119637377,0.38988572940533217,21.061548711429392,22.010766997288478,21.145276265322288,21.881069360591002
set_transformer,Set Transformer,360,mean_width_game_equal,mean_width,game_equal,100,14.484736524805687,0.7649473968668828,0.07649473968668828,14.389007391807091,1.0973815754928822,13.39700142911035,15.874372752744144,13.594680408043699,15.508065028018795
zoo_cnn,Zoo CNN,360,mean_width_game_equal,mean_width,game_equal,100,14.138200510095627,1.2064708810788836,0.12064708810788835,13.814608772045844,1.281307945898071,12.886727307247655,16.324660853213217,12.970111631493452,15.496837966012677
lightgbm_multiclass,LightGBM,20,mean_width_inclusive,mean_width_inclusive,play,100,17.057834396508646,0.5804466784396128,0.058044667843961284,16.994376203070008,0.8340335983476272,16.26280084044255,18.118491064457928,16.389614461007483,17.774830732940792
ridge_sgd_l2,L2 one-vs-rest logistic,20,mean_width_inclusive,mean_width_inclusive,play,100,22.710085613400068,0.9337000562597817,0.09337000562597816,22.614127640584744,1.230555728454874,21.354288051450084,24.589192168129266,21.47441137218311,23.953975342957754
set_transformer,Set Transformer,20,mean_width_inclusive,mean_width_inclusive,play,100,18.07535082547462,1.5086822531736048,0.1508682253173605,17.83142393470184,1.8377438240368136,16.00795540844063,20.87751791904646,16.215790957705398,20.081206196224077
zoo_cnn,Zoo CNN,20,mean_width_inclusive,mean_width_inclusive,play,100,21.641105040418903,8.105972437235469,0.8105972437235469,18.65755617171198,4.271719267391017,16.472537113319955,43.761685578435525,16.734816432147472,32.44767019046083
lightgbm_multiclass,LightGBM,40,mean_width_inclusive,mean_width_inclusive,play,100,16.01899107609301,0.3246401119068174,0.03246401119068174,15.993440648127923,0.44474110074640905,15.486973192126682,16.51089707608314,15.61336840149824,16.458847620582233
ridge_sgd_l2,L2 one-vs-rest logistic,40,mean_width_inclusive,mean_width_inclusive,play,100,22.71064468787868,0.7288514691566552,0.07288514691566553,22.690075802792855,0.9409735115402746,21.57435476332657,23.96005018989223,21.870014471990217,23.772382629284728
set_transformer,Set Transformer,40,mean_width_inclusive,mean_width_inclusive,play,100,16.753791599882682,0.8580895792006102,0.08580895792006102,16.598664929990232,1.1168188711667213,15.575370949740021,18.010710627063773,15.784348737525994,17.811258748366146
zoo_cnn,Zoo CNN,40,mean_width_inclusive,mean_width_inclusive,play,100,19.090440659374373,3.4757550057711324,0.34757550057711323,18.213119242863392,2.618823821346183,16.14024411398212,24.354033935937863,16.675930779099957,21.942935050934746
lightgbm_multiclass,LightGBM,80,mean_width_inclusive,mean_width_inclusive,play,100,15.286418885334967,0.3329954168480174,0.033299541684801745,15.243723958231886,0.43681897078654863,14.725259591053577,15.843712887230522,14.919039844052973,15.6968940384467
ridge_sgd_l2,L2 one-vs-rest logistic,80,mean_width_inclusive,mean_width_inclusive,play,100,22.68481441179462,0.5322621924046905,0.05322621924046905,22.696568976949585,0.6710895810450737,21.763511603749723,23.58802202744344,21.98921680149899,23.38708685906645
set_transformer,Set Transformer,80,mean_width_inclusive,mean_width_inclusive,play,100,16.296277432941135,0.6836175816371471,0.06836175816371472,16.288932884616926,0.9082078278482832,15.271448484325749,17.355761395695545,15.456924135823767,17.216857532753238
zoo_cnn,Zoo CNN,80,mean_width_inclusive,mean_width_inclusive,play,100,17.60142241016105,1.3275759400188976,0.13275759400188974,17.391508336911887,1.6081786467871453,15.72314673899304,20.025403562457853,16.182460210778597,19.34292176336472
lightgbm_multiclass,LightGBM,160,mean_width_inclusive,mean_width_inclusive,play,100,14.865484550986505,0.30770225310880767,0.030770225310880767,14.851414713436935,0.4333849177113862,14.437324669308696,15.37665981927226,14.496245826695413,15.28855869110896
ridge_sgd_l2,L2 one-vs-rest logistic,160,mean_width_inclusive,mean_width_inclusive,play,100,22.648846684907923,0.42603591953136044,0.042603591953136045,22.681773483931018,0.5438531356928031,21.99273494749053,23.28511651707369,22.114111771566794,23.139064307960613
set_transformer,Set Transformer,160,mean_width_inclusive,mean_width_inclusive,play,100,15.761510353136542,0.7827129113320674,0.07827129113320674,15.613124607774768,0.9720871923208865,14.413128327745069,17.154458288631037,14.898799025600242,16.775606693021203
zoo_cnn,Zoo CNN,160,mean_width_inclusive,mean_width_inclusive,play,100,15.946365051650519,1.2144400676135623,0.12144400676135622,15.866501301508396,1.4109917833651586,14.362549551191863,17.917218977502205,14.567597974919742,17.30802441593272
lightgbm_multiclass,LightGBM,240,mean_width_inclusive,mean_width_inclusive,play,100,14.696381897412577,0.26545711875170297,0.026545711875170297,14.673855631598714,0.37327040174641546,14.331348344084553,15.142148274292854,14.378998308864654,15.064387421615443
ridge_sgd_l2,L2 one-vs-rest logistic,240,mean_width_inclusive,mean_width_inclusive,play,100,22.61244221948263,0.32876735351275943,0.03287673535127594,22.611458414774575,0.4222316211010835,22.08137552974886,23.100555087186425,22.196823437729552,23.003576517917466
set_transformer,Set Transformer,240,mean_width_inclusive,mean_width_inclusive,play,100,15.443138418765963,0.6939471248352957,0.06939471248352957,15.459136347408482,0.9555235721966255,14.389896688792797,16.611724537580894,14.589299030706103,16.429145703092164
zoo_cnn,Zoo CNN,240,mean_width_inclusive,mean_width_inclusive,play,100,15.534168730025087,0.9286218567445188,0.09286218567445188,15.44726691318752,1.1680189832902048,14.1488530851755,16.884081731372678,14.34889969673281,16.578543872992512
lightgbm_multiclass,LightGBM,360,mean_width_inclusive,mean_width_inclusive,play,100,14.64421001519321,0.25625020070855065,0.025625020070855063,14.644041207935995,0.32202651961863005,14.241496238138167,15.061455008474908,14.295524898790422,14.990672988942261
ridge_sgd_l2,L2 one-vs-rest logistic,360,mean_width_inclusive,mean_width_inclusive,play,100,22.594451071720012,0.3054769875096059,0.03054769875096059,22.57252726351239,0.402226814636947,22.114478148669264,23.07210953229502,22.223862897136076,22.964570018671623
set_transformer,Set Transformer,360,mean_width_inclusive,mean_width_inclusive,play,100,15.46482768924224,0.7666585784700625,0.07666585784700625,15.36192555292057,1.114499937100744,14.37691398708838,16.863000130204455,14.580091260765512,16.49416279952173
zoo_cnn,Zoo CNN,360,mean_width_inclusive,mean_width_inclusive,play,100,15.110986503404083,1.2012739971234454,0.12012739971234454,14.78979451543557,1.2956297143987197,13.85342767097359,17.293211064334276,13.957624041675675,16.46778815660114
lightgbm_multiclass,LightGBM,20,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,17.079649307362516,0.5824532059658651,0.05824532059658651,16.997797305754062,0.8176961386102377,16.27256412217631,18.12435568838177,16.396110696251096,17.82668647238411
ridge_sgd_l2,L2 one-vs-rest logistic,20,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,22.656402714920443,0.9313592128680385,0.09313592128680384,22.543095967010096,1.2380547756426097,21.301281276180323,24.493171654738223,21.442499357682713,23.906777918757296
set_transformer,Set Transformer,20,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,18.077100706205275,1.5080042598022427,0.15080042598022428,17.840515233807555,1.8261215963723494,16.005702308347267,20.87413513456991,16.217882929252923,20.112369853745435
zoo_cnn,Zoo CNN,20,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,21.656214196611028,8.09777366460255,0.8097773664602551,18.70123650007897,4.302951904379029,16.494685265816713,43.692035891771724,16.74856081591983,32.442658904304935
lightgbm_multiclass,LightGBM,40,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,16.043029427806097,0.327596121077819,0.0327596121077819,16.013029385425394,0.4723064385527955,15.533306884849978,16.55302508976396,15.628573384832398,16.47448950726254
ridge_sgd_l2,L2 one-vs-rest logistic,40,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,22.65642785811178,0.7283757507251118,0.07283757507251118,22.62095995419923,0.9230449754329477,21.522219299289254,23.91370274607236,21.816279792227057,23.6946251961222
set_transformer,Set Transformer,40,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,16.759676270267622,0.8572251002065009,0.0857225100206501,16.5971113781578,1.1188901112098613,15.58253832391365,18.00885952588249,15.805842273162034,17.82678583865991
zoo_cnn,Zoo CNN,40,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,19.115114575626773,3.4748970428288386,0.34748970428288384,18.219879382468665,2.607039893385682,16.159128821409862,24.372054897490724,16.689612297834817,21.97910466214085
lightgbm_multiclass,LightGBM,80,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,15.306110075079564,0.3331666947701691,0.033316669477016905,15.267118387227736,0.43128887211351596,14.730653669567886,15.84935976787635,14.922956241615836,15.728310209176161
ridge_sgd_l2,L2 one-vs-rest logistic,80,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,22.62954825091668,0.531107709259827,0.053110770925982695,22.649580361092788,0.6645666100522796,21.71581949477207,23.501284103682135,21.959987258350218,23.356840582369795
set_transformer,Set Transformer,80,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,16.308209900337303,0.6826794239635732,0.06826794239635732,16.293897313212202,0.9335085251781816,15.308028362224473,17.361990543818028,15.480992861395354,17.228914662670515
zoo_cnn,Zoo CNN,80,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,17.629855406932972,1.3318093955271137,0.13318093955271137,17.421334727645025,1.6147485845538938,15.742951448751482,20.074386545568807,16.20768545613243,19.342866036665715
lightgbm_multiclass,LightGBM,160,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,14.886082650643388,0.30755269860591233,0.030755269860591232,14.864725613135306,0.4329283199352272,14.462231451400191,15.406092313334582,14.516656148253539,15.308379038900307
ridge_sgd_l2,L2 one-vs-rest logistic,160,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,22.593809914873074,0.42466862083531587,0.042466862083531585,22.627396224587237,0.5588454607562952,21.923274647055155,23.195898739145814,22.064954326322205,23.06870218020082
set_transformer,Set Transformer,160,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,15.779137089468673,0.7848589422762515,0.07848589422762516,15.637432704265635,1.0110681103038655,14.445431263385892,17.169071018519674,14.918461298458976,16.80521768455004
zoo_cnn,Zoo CNN,160,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,15.975608465070607,1.2214521332903991,0.12214521332903991,15.883722529350377,1.3995557209948757,14.384134201578886,17.9234228789072,14.600143134581103,17.35059132411035
lightgbm_multiclass,LightGBM,240,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,14.719049295350763,0.2657521874920445,0.02657521874920445,14.698061775605687,0.3667342112675982,14.36791243183703,15.169477502373756,14.407711118161222,15.08270366246549
ridge_sgd_l2,L2 one-vs-rest logistic,240,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,22.557506419473516,0.3297204009440513,0.03297204009440513,22.536661664693494,0.3921611433983827,22.029313438875725,23.065304290149065,22.154289412753364,22.954790331705446
set_transformer,Set Transformer,240,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,15.462700452579863,0.6941002387586002,0.06941002387586001,15.48114919870793,0.9487880913149986,14.398720937696691,16.642403577268773,14.614574049864338,16.446646488691986
zoo_cnn,Zoo CNN,240,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,15.56087582092093,0.9289595763857286,0.09289595763857286,15.490587892880367,1.1554079635250627,14.180999168624487,16.918062261667732,14.364319073054187,16.59578608303507
lightgbm_multiclass,LightGBM,360,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,14.667309323739,0.25600902656946367,0.025600902656946367,14.665323879299043,0.32324181354767845,14.2748790422207,15.073262900577463,14.312921982003699,15.004163790680463
ridge_sgd_l2,L2 one-vs-rest logistic,360,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,22.53983723053233,0.3024938431647739,0.03024938431647739,22.512361196373767,0.38988572940533217,22.061548711429392,23.010766997288478,22.145276265322288,22.881069360591002
set_transformer,Set Transformer,360,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,15.484736524805687,0.7649473968668831,0.07649473968668831,15.389007391807091,1.097381575492884,14.39700142911035,16.874372752744144,14.594680408043699,16.508065028018795
zoo_cnn,Zoo CNN,360,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,15.138200510095627,1.2064708810788836,0.12064708810788835,14.814608772045844,1.2813079458980727,13.886727307247655,17.324660853213217,13.970111631493458,16.496837966012677
