metric,n_train,model_a,model_b,contrast,fixed_mean_difference,fixed_lower,fixed_upper,tuned_mean_difference,tuned_lower,tuned_upper,estimand_type,fixed_eligible,tuned_eligible,fixed_conclusion,tuned_conclusion,conclusion_state_changed,conclusion_changed
mean_width,160,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-0.5839587297296776,-1.4409906269634245,0.2730731675040693,-0.660941883823678,-1.1706452282844761,-0.15123853936288,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width,160,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.37266314328061323,-1.1368155949808578,1.8821418815420845,0.5425402464141662,-0.6761928340390322,1.7612733268673646,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive,160,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,7.768506301991676,7.090040511328934,8.446972092654416,4.852430018453012,4.362488098608731,5.342371938297292,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive,160,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,6.8118844289813865,5.427352041613618,8.196416816349155,3.6489478882151674,2.6620936313136485,4.635802145116687,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive,160,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,7.184547572262,6.215051269868489,8.15404387465551,4.191488134629333,3.5756873086305343,4.8072889606281315,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive,160,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-0.9566218730102907,-2.0420676977971732,0.12882395177659167,-1.2034821302378442,-2.212911876333666,-0.1940523841420223,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_inclusive,160,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-0.5839587297296776,-1.4409906269634245,0.2730731675040694,-0.660941883823678,-1.1706452282844761,-0.15123853936288,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_inclusive,160,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.37266314328061323,-1.1368155949808578,1.8821418815420845,0.5425402464141661,-0.6761928340390323,1.7612733268673644,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
crps_game_equal,160,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,0.000629090061863728,0.0005332594225206139,0.0007249207012068421,0.00031636375543457205,0.00025651039000821143,0.0003762171208609327,crps,True,True,opposite,opposite,False,False
crps_game_equal,160,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,0.000869058970346075,0.0005521143626790897,0.0011860035780130603,0.0006284898671074987,0.0004319255357274884,0.0008250541984875091,crps,True,True,opposite,opposite,False,False
crps_game_equal,160,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,0.0013339441507890918,0.0011736386694025168,0.0014942496321756669,0.0010967735924634063,0.0010033115257044615,0.0011902356592223512,crps,True,True,opposite,opposite,False,False
crps_game_equal,160,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,0.00023996890848234693,-7.841366692325138e-05,0.0005583514838879452,0.0003121261116729267,9.991630947028498e-05,0.0005243359138755684,crps,True,True,inconclusive,opposite,True,False
crps_game_equal,160,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,0.0007048540889253637,0.0005293082580518619,0.0008803999197988655,0.0007804098370288341,0.0006737742479390076,0.0008870454261186606,crps,True,True,opposite,opposite,False,False
crps_game_equal,160,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.0004648851804430167,8.542295602816379e-05,0.0008443474048578696,0.00046828372535590734,0.0002371333015695904,0.0006994341491422243,crps,True,True,opposite,opposite,False,False
mean_width_game_equal,160,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,7.696504114835124,7.034854118645946,8.358154111024302,4.802056363561419,4.317184557726283,5.286928169396554,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_game_equal,160,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,6.729461373408851,5.351431636391322,8.10749111042638,3.588193885578066,2.599677435600653,4.576710335555479,coverage_qualified_width,True,True,opposite,opposite,False,False
