task_id,model,n_train,metric,repeats,mean,ribbon_lower,ribbon_upper,ribbon_definition,inferential_interval
bdb2023_sack,relnet,10,game_equal_calibration_bias,100,-0.002782124863318869,-0.014093965757860564,0.00875646822926283,between_repeat_q10_q90,False
bdb2023_sack,relnet,20,game_equal_calibration_bias,100,-0.003166836576521738,-0.015766577703714143,0.009143938697374078,between_repeat_q10_q90,False
bdb2023_sack,relnet,30,game_equal_calibration_bias,100,-0.0035268033232872193,-0.015544300475984967,0.009340579207828745,between_repeat_q10_q90,False
bdb2023_sack,relnet,40,game_equal_calibration_bias,100,-0.0037260555790153103,-0.015187045530991827,0.007981964084823037,between_repeat_q10_q90,False
bdb2023_sack,relnet,50,game_equal_calibration_bias,100,-0.0038149741854518887,-0.016891958157408765,0.007774377650816692,between_repeat_q10_q90,False
bdb2023_sack,relnet,60,game_equal_calibration_bias,100,-0.003610498678756907,-0.016263655906942294,0.008786959258351162,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,10,game_equal_calibration_bias,100,-0.0032985674626283402,-0.016437179012428464,0.007861933192891586,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,20,game_equal_calibration_bias,100,-0.003659089542909708,-0.016134897243759275,0.008418623706501363,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,30,game_equal_calibration_bias,100,-0.0041843738063916,-0.01695237791837366,0.007108063461611832,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,40,game_equal_calibration_bias,100,-0.003921776272499528,-0.015512191371324428,0.0076919593117717264,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,50,game_equal_calibration_bias,100,-0.004244837435411207,-0.015905400469300925,0.008152801666958339,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,60,game_equal_calibration_bias,100,-0.004314949279402656,-0.017314626838296557,0.0077195287919528,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,10,game_equal_label0_set_coverage,100,0.9078741407089549,0.8140419050967027,0.9741086075699705,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,20,game_equal_label0_set_coverage,100,0.9090943697011612,0.8256875576593766,0.9747198217387926,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,30,game_equal_label0_set_coverage,100,0.9115953045002128,0.8337239665060338,0.9792482681127742,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,40,game_equal_label0_set_coverage,100,0.9007808240074592,0.8201433609428546,0.9715194852945863,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,50,game_equal_label0_set_coverage,100,0.8900136686365197,0.79297583290459,0.9713794962561432,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,60,game_equal_label0_set_coverage,100,0.9077598769403621,0.8255097842263753,0.9696020397487494,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,10,game_equal_label0_set_coverage,100,0.9028362764496701,0.8279863119314772,0.9696635458375824,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,20,game_equal_label0_set_coverage,100,0.9097560528030805,0.8273937194559545,0.9756836263752475,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,30,game_equal_label0_set_coverage,100,0.9074512982784364,0.8159770894377609,0.9778960204478574,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,40,game_equal_label0_set_coverage,100,0.8979809629445547,0.8091294623545945,0.9770877345350801,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,50,game_equal_label0_set_coverage,100,0.8945264566650775,0.817062956505037,0.9759445465048778,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,60,game_equal_label0_set_coverage,100,0.901699255983236,0.826906338379532,0.975468343733054,between_repeat_q10_q90,False
