metric,n_train,model_a,model_b,contrast,n_repeats,mean,sd,mcse,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper,confidence,max_t_critical,bootstrap_draws
mean_width_inclusive,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,5.652251216891425,0.7168149684814147,0.07168149684814147,5.510019575735827,5.794482858047024,5.370680195087733,5.933822238695118,0.95,3.9280851291401664,10000
mean_width_inclusive,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,1.0689805729811734,8.305927040254305,0.8305927040254305,-0.5790955501455199,2.717056696107867,-2.1936582760734398,4.331619422035787,0.95,3.9280851291401664,10000
mean_width_inclusive,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,4.634734787925453,1.5044123261965887,0.15044123261965886,4.336226743955665,4.933242831895241,4.043788819262654,5.225680756588251,0.95,3.9280851291401664,10000
mean_width_inclusive,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-4.583270643910248,8.119064363354555,0.8119064363354556,-6.1942691579260645,-2.9722721298944323,-7.772508242732739,-1.3940330450877583,0.95,3.9280851291401664,10000
mean_width_inclusive,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,-1.017516428965972,1.3583550655659222,0.1358355065565922,-1.287043543692331,-0.7479893142396128,-1.5510898622801434,-0.48394299565180054,0.95,3.9280851291401664,10000
mean_width_inclusive,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,3.5657542149442794,8.009419548553764,0.8009419548553763,1.9765116109457395,5.154996818942819,0.419586032772421,6.711922397116138,0.95,3.9280851291401664,10000
mean_q,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,-1.021652559737402,0.21824551740116022,0.02182455174011602,-1.0649572052592184,-0.9783479142155854,-1.1073812568779018,-0.9359238625969021,0.95,3.9280851291401664,10000
mean_q,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,-2.3206026628207788,1.4490193997740284,0.14490193997740283,-2.608119548430435,-2.0330857772111224,-2.889789818429576,-1.7514155072119817,0.95,3.9280851291401664,10000
mean_q,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,-0.029247815158672835,0.36021284592132913,0.03602128459213291,-0.10072185866150149,0.04222622834415582,-0.17074248749755594,0.11224685718021027,0.95,3.9280851291401664,10000
mean_q,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-1.2989501030833766,1.4498374800221343,0.14498374800221342,-1.5866293135626315,-1.0112708926041216,-1.8684586075778764,-0.7294415985888767,0.95,3.9280851291401664,10000
mean_q,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,0.9924047445787292,0.3746163878990485,0.03746163878990485,0.9180727258605048,1.0667367632969535,0.8452522383348835,1.1395572508225749,0.95,3.9280851291401664,10000
mean_q,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,2.2913548476621055,1.4666137560083796,0.14666137560083797,2.000346860063341,2.58236283526087,1.7152564791452134,2.8674532161789976,0.95,3.9280851291401664,10000
crps_game_equal,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,7.065108169648877e-05,0.00011091080471397297,1.1091080471397296e-05,4.864397181459534e-05,9.265819157838219e-05,2.7084373430696142e-05,0.00011421778996228139,0.95,3.9280851291401664,10000
crps_game_equal,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,-0.0020147859835653982,0.001191970611582088,0.0001191970611582088,-0.0022512988128855333,-0.0017782731542452632,-0.002483002186938169,-0.0015465697801926273,0.95,3.9280851291401664,10000
crps_game_equal,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,0.00038221111028112357,0.0002018186677289136,2.0181866772891358e-05,0.0003421659081172627,0.0004222563124449844,0.000302935019532241,0.0004614872010300061,0.95,3.9280851291401664,10000
crps_game_equal,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-0.002085437065261886,0.0011794591966756726,0.00011794591966756726,-0.0023194673584275545,-0.0018514067720962178,-0.002548738678350818,-0.0016221354521729545,0.95,3.9280851291401664,10000
crps_game_equal,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,0.00031156002858463466,0.00020006936478761798,2.0006936478761797e-05,0.0002718619260757181,0.00035125813109355123,0.00023297107892275852,0.0003901489782465108,0.95,3.9280851291401664,10000
crps_game_equal,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,0.0023969970938465214,0.0011961792515144283,0.00011961792515144283,0.0021596491790567317,0.002634345008636311,0.0019271277008805373,0.0028668664868125053,0.95,3.9280851291401664,10000
coverage_game_equal,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,0.021535341071420286,0.005800052425415062,0.0005800052425415062,0.020384484837205525,0.022686197305635047,0.01925703110336966,0.02381365103947091,0.95,3.9280851291401664,10000
coverage_game_equal,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,0.009112852009334392,0.021520441101730445,0.0021520441101730444,0.004842729605534619,0.013382974413134165,0.0006594395429099752,0.01756626447575881,0.95,3.9280851291401664,10000
coverage_game_equal,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,0.01170924960328298,0.01013615965325738,0.001013615965325738,0.009698015622563814,0.013720483584002147,0.007727679803227894,0.015690819403338066,0.95,3.9280851291401664,10000
coverage_game_equal,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-0.01242248906208589,0.02081434005813145,0.002081434005813145,-0.016552505699866955,-0.008292472424304826,-0.02059853902760715,-0.004246439096564629,0.95,3.9280851291401664,10000
coverage_game_equal,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,-0.009826091468137305,0.010866070764302477,0.0010866070764302478,-0.011982155648819494,-0.007670027287455116,-0.014094376566281434,-0.005557806369993177,0.95,3.9280851291401664,10000
coverage_game_equal,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,0.0025963975939485894,0.02142411106616022,0.002142411106616022,-0.001654610840899397,0.006847406028796576,-0.005819175614454534,0.011011970802351712,0.95,3.9280851291401664,10000
mean_width_game_equal,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,5.5767534075579315,0.713211260797434,0.0713211260797434,5.435236820189816,5.718269994926047,5.2965979528105605,5.8569088623053025,0.95,3.9280851291401664,10000
mean_width_game_equal,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,1.000188518309413,8.29475025470781,0.8294750254707809,-0.6456698880828067,2.6460469247016327,-2.2580599942355217,4.258437030854348,0.95,3.9280851291401664,10000
mean_width_game_equal,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,4.579302008715163,1.5031900496413932,0.15031900496413933,4.2810364909314,4.877567526498926,3.9888361606883804,5.169767856741945,0.95,3.9280851291401664,10000
mean_width_game_equal,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-4.576564889248519,8.109678482179106,0.8109678482179106,-6.185701040811018,-2.96742873768602,-7.762115634044093,-1.3910141444529445,0.95,3.9280851291401664,10000
mean_width_game_equal,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,-0.9974513988427648,1.3578742077940567,0.13578742077940567,-1.266883100954904,-0.7280196967306257,-1.5308359471306465,-0.46406685055488295,0.95,3.9280851291401664,10000
mean_width_game_equal,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,3.5791134904057538,8.000401848162328,0.8000401848162328,1.9916601938052452,5.166566787006262,0.43648753771455917,6.721739443096949,0.95,3.9280851291401664,10000
mean_width_inclusive_game_equal,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,5.576753407557928,0.7132112607974341,0.07132112607974342,5.435236820189813,5.718269994926043,5.296597952810557,5.856908862305299,0.95,3.9280851291401664,10000
mean_width_inclusive_game_equal,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,1.0001885183094132,8.29475025470781,0.8294750254707809,-0.6456698880828065,2.6460469247016327,-2.2580599942355217,4.258437030854348,0.95,3.9280851291401664,10000
mean_width_inclusive_game_equal,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,4.579302008715163,1.5031900496413928,0.15031900496413927,4.2810364909314,4.877567526498926,3.988836160688381,5.169767856741945,0.95,3.9280851291401664,10000
mean_width_inclusive_game_equal,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-4.576564889248517,8.109678482179106,0.8109678482179106,-6.185701040811016,-2.967428737686018,-7.7621156340440915,-1.3910141444529427,0.95,3.9280851291401664,10000
mean_width_inclusive_game_equal,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,-0.9974513988427646,1.3578742077940569,0.1357874207794057,-1.2668831009549038,-0.7280196967306254,-1.5308359471306465,-0.4640668505548826,0.95,3.9280851291401664,10000
mean_width_inclusive_game_equal,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,3.5791134904057538,8.000401848162328,0.8000401848162328,1.9916601938052452,5.166566787006262,0.43648753771455917,6.721739443096949,0.95,3.9280851291401664,10000
crps,40,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,0.00021203954249499141,0.00010055072117986027,1.0055072117986028e-05,0.00019208809794984123,0.0002319909870401416,0.00017254236323589858,0.00025153672175408425,0.95,3.9280851291401664,10000
crps,40,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,-0.0009812775677100578,0.0007370387143444643,7.370387143444644e-05,-0.001127522038802103,-0.0008350330966180126,-0.0012707926490517656,-0.0006917624863683501,0.95,3.9280851291401664,10000
crps,40,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,0.0005949013680634556,0.0001456623851494016,1.4566238514940158e-05,0.0005659987906823927,0.0006238039454445185,0.0005376839431654104,0.0006521187929615007,0.95,3.9280851291401664,10000
crps,40,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-0.001193317110205049,0.0007387789217079285,7.387789217079285e-05,-0.001339906876192067,-0.0010467273442180311,-0.001483515759813361,-0.0009031184605967369,0.95,3.9280851291401664,10000
crps,40,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,0.00038286182556846447,0.00012915803397267804,1.2915803397267804e-05,0.00035723406952525226,0.0004084895816116767,0.00033212745031275875,0.0004335962008241702,0.95,3.9280851291401664,10000
crps,40,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,0.0015761789357735135,0.0007483939141390996,7.483939141390996e-05,0.00142768134668944,0.001724676524857587,0.0012822034352866335,0.0018701544362603934,0.95,3.9280851291401664,10000
