metric,base_metric,aggregation,n_train,model_a,model_b,contrast,n_repeats,log_sd_ratio,log_bootstrap_lower,log_bootstrap_upper,sd_ratio,ratio_bootstrap_lower,ratio_bootstrap_upper,bca_bias_correction,bca_acceleration,regularized,confidence,bootstrap_draws,interval_method
crps,crps,play,20,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.10202414219091338,-0.18172637891220947,-0.026745246494393415,0.9030077508202012,0.8338294625293706,0.9736092403007743,0.0025066308995717666,-0.019382467855358642,False,0.95,10000,bca_repeat_block
crps,crps,play,20,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.5283258122495775,-1.8617419849688877,-1.2124539126550522,0.21689849231159167,0.15540168704394305,0.2974664264436355,-0.0393642276393018,-0.07818401323456818,False,0.95,10000,bca_repeat_block
crps,crps,play,20,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.24674651154892402,-0.4276964260712895,-0.12613205820865628,0.7813387287746152,0.6520093177882749,0.8814984299930906,-0.040869415452702035,-0.0651577424621407,False,0.95,10000,bca_repeat_block
crps,crps,play,20,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.4263016700586642,-1.773442811703194,-1.1080750566102497,0.24019560420670028,0.16974757273496732,0.33019395438585597,-0.04488371162510891,-0.07652900934192729,False,0.95,10000,bca_repeat_block
crps,crps,play,20,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.14472236935801064,-0.32130697775265116,-0.0124427758357193,0.8652624831458268,0.7252005963675877,0.9876343154251713,-0.02707489287656524,-0.048008697111816594,False,0.95,10000,bca_repeat_block
crps,crps,play,20,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,1.2815793007006535,0.9564577496916581,1.6417428617202101,3.602324388922727,2.6024615566345464,5.164162093975693,0.04839681198128462,0.06688677363870374,False,0.95,10000,bca_repeat_block
crps,crps,play,40,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.13110386209597635,-0.19917717694715334,-0.060787963623633354,0.8771266694456248,0.8194047008475456,0.9410227496775042,0.0233137547405855,-0.0003670564056219281,False,0.95,10000,bca_repeat_block
crps,crps,play,40,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.1016002400069995,-1.4650740923829966,-0.7825838383495921,0.3323388360483442,0.23106087099254016,0.45722309316627396,-0.050153583464733656,-0.07662776255714836,False,0.95,10000,bca_repeat_block
crps,crps,play,40,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.14613525542701566,-0.2595521550851948,-0.043399456948260653,0.864040829069597,0.7713969746698718,0.9575288221212495,-0.006517279650583851,-0.005230317877561599,False,0.95,10000,bca_repeat_block
crps,crps,play,40,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.9704963779110232,-1.3421083859897525,-0.6537023077824873,0.37889491635044475,0.2612941784225694,0.5201165760699078,-0.06672579327973209,-0.07933371369363959,False,0.95,10000,bca_repeat_block
crps,crps,play,40,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.015031393331039311,-0.10704999525610116,0.07164358458812378,0.9850810141432611,0.8984807520920962,1.0742723885864052,-0.006517279650583851,-0.005830695735229383,False,0.95,10000,bca_repeat_block
crps,crps,play,40,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.9554649845799839,0.6443299678429607,1.3069012520101007,2.599879205642725,1.9047103844157258,3.6947069892870905,0.06119991177015732,0.0769749589671304,False,0.95,10000,bca_repeat_block
crps,crps,play,80,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.13613901679705265,-0.19131703139544148,-0.08290249207418193,0.8727213011353632,0.8258707196964068,0.9204408931269119,0.002757294595891845,-0.0190239061528133,False,0.95,10000,bca_repeat_block
crps,crps,play,80,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.8971628033083956,-1.28292774986132,-0.6231186047584913,0.40772481576165576,0.27722446725211114,0.5362694147364792,-0.08708996732542465,-0.10095377639988773,False,0.95,10000,bca_repeat_block
crps,crps,play,80,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.0714477884250595,-0.14761495341732564,0.003538084106023535,0.9310448876457714,0.8627632550362464,1.003544350513774,0.01504033667863567,-0.01063094710665703,False,0.95,10000,bca_repeat_block
crps,crps,play,80,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.761023786511343,-1.1521631718409668,-0.48563011152169744,0.4671878814361788,0.31595256992301474,0.6153093610694292,-0.08708996732542465,-0.09820891999227362,False,0.95,10000,bca_repeat_block
crps,crps,play,80,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,0.06469122837199315,-0.026018406614574788,0.1536363394253596,1.0668295668210828,0.9743171555633413,1.166066757156526,0.0050132775489266585,0.005409511291154242,False,0.95,10000,bca_repeat_block
crps,crps,play,80,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.8257150148833361,0.5457808973979839,1.1927104071687757,2.2835129274790904,1.7259556505454143,3.2960026207216724,0.0752698620998299,0.09697404852108547,False,0.95,10000,bca_repeat_block
crps,crps,play,160,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.11471040555583123,-0.1657197542630899,-0.0702556213569189,0.8916243159706203,0.8472836485511245,0.9321555105922937,-0.015792414544589822,-0.01697269542885351,False,0.95,10000,bca_repeat_block
crps,crps,play,160,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.7284631402962454,-0.9732507709690056,-0.5196322938698439,0.4826501860091312,0.3778527267818972,0.5947391970170206,-0.032591936696663076,-0.052241226504140585,False,0.95,10000,bca_repeat_block
crps,crps,play,160,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.07639565763217782,-0.17420889139940868,0.01721274613982477,0.9264495771882681,0.840121385195721,1.0173617390863052,-0.020054370352950632,-0.008727416545537827,False,0.95,10000,bca_repeat_block
crps,crps,play,160,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.6137527347404141,-0.870304942434797,-0.4091467637079025,0.5413156386204195,0.4188238126192986,0.6642167422564456,-0.03735744868497225,-0.05763036189357837,False,0.95,10000,bca_repeat_block
crps,crps,play,160,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,0.038314747923653414,-0.06113072906845145,0.14498718055270432,1.0390582228342855,0.9407002548693226,1.156024750574669,0.00701861679253328,0.006059167623851339,False,0.95,10000,bca_repeat_block
crps,crps,play,160,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.6520674826640676,0.44269119340614344,0.9032455578089922,1.919505273267917,1.5568914817448922,2.467598863561013,0.03284273371844667,0.04951805440953,False,0.95,10000,bca_repeat_block
crps,crps,play,240,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.10977919410307813,-0.14989677553097486,-0.07157056200460377,0.896031962596179,0.8607968271346147,0.9309305869488952,-0.010528033237178321,-0.009818214436877378,False,0.95,10000,bca_repeat_block
crps,crps,play,240,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.39675044072038457,-0.6385718785013641,-0.20495114827764271,0.6725018337659227,0.528045999660584,0.814687114308025,-0.061953327272426355,-0.04302901221220641,False,0.95,10000,bca_repeat_block
crps,crps,play,240,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.06891911028019138,-0.1598400420027059,0.026879422258869443,0.9334021796653724,0.8522801070823967,1.0272439325426677,0.017296597500018798,0.009434692331954177,False,0.95,10000,bca_repeat_block
crps,crps,play,240,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.28697124661730644,-0.5356495035293554,-0.09262333313459896,0.7505333088982716,0.5852890193807796,0.9115367813429102,-0.06572094093465736,-0.04279088418721411,False,0.95,10000,bca_repeat_block
crps,crps,play,240,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,0.04086008382288675,-0.04847510193394973,0.13930228528247313,1.0417063437792067,0.9526810589264774,1.149471515813469,0.029080986449119637,0.016347388290344038,False,0.95,10000,bca_repeat_block
crps,crps,play,240,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.3278313304401932,0.1451441285884489,0.5558326025233156,1.3879548468120033,1.1562062006272862,1.743391933181298,0.05642906916247393,0.04888367401020005,False,0.95,10000,bca_repeat_block
crps,crps,play,360,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.08833718451131922,-0.12675592344269812,-0.0485291828225763,0.9154521483917533,0.8809486652761335,0.9526295384813812,0.004261280963260362,-0.00604024315203356,False,0.95,10000,bca_repeat_block
crps,crps,play,360,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.5504519651125763,-0.8345378036568014,-0.365431389083924,0.5766891081130898,0.4340750629821749,0.6938972466052041,-0.06747947670031154,-0.08015570865929036,False,0.95,10000,bca_repeat_block
crps,crps,play,360,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.022646108828766387,-0.12108970199385058,0.056900273362328266,0.9776083895411509,0.8859544841446871,1.0585502394752815,-0.031588768951337824,-0.0202134287924939,False,0.95,10000,bca_repeat_block
crps,crps,play,360,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.4621147806012571,-0.746427822270642,-0.2865193398799353,0.6299500297489115,0.47405694741840343,0.7508725566055732,-0.08306481838496249,-0.0855089971641182,False,0.95,10000,bca_repeat_block
crps,crps,play,360,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,0.06569107568255284,-0.0258855566695404,0.14163008498326352,1.0678967669239647,0.974446602142199,1.152150371974683,-0.03033485385333439,-0.011739490027165888,False,0.95,10000,bca_repeat_block
crps,crps,play,360,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.5278058562838099,0.3498392978523335,0.8008452439573135,1.6952086935365527,1.4188395197133707,2.227422848742847,0.06396260838426915,0.08729667319208911,False,0.95,10000,bca_repeat_block
coverage,coverage,play,20,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.10529657525848446,-0.03503165583554561,0.26157951024158105,1.1110400684942243,0.9655748496951151,1.2989802196971032,0.01428826731971852,0.017207020706623423,False,0.95,10000,bca_repeat_block
coverage,coverage,play,20,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.2358100722513607,-1.4610285590344185,-0.9983696931062787,0.2905992605967296,0.231997528814448,0.36847968671972076,-0.013034836136889386,-0.024876746240074025,False,0.95,10000,bca_repeat_block
coverage,coverage,play,20,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.6001487641896315,-0.7839838910706171,-0.4082622195538212,0.5487299986482373,0.4565834046338966,0.6648045312171712,-0.0005013256759256268,-0.016278288282407797,False,0.95,10000,bca_repeat_block
coverage,coverage,play,20,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.3411066475098452,-1.5762815900105605,-1.09334951533394,0.26155605800119736,0.2067424237990782,0.3350922153504661,-0.0077706258524470675,-0.029230137224424,False,0.95,10000,bca_repeat_block
coverage,coverage,play,20,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.7054453394481159,-0.9072304030285456,-0.5081407669405322,0.4938885772066914,0.4036405991464105,0.6016130785687941,-0.008773311508328193,-0.02433317924742401,False,0.95,10000,bca_repeat_block
coverage,coverage,play,20,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.6356613080617293,0.42549224224717436,0.8601083677597064,1.8882704571286604,1.5303435340309577,2.3634167980124725,0.02807792553819829,0.025565731382882786,False,0.95,10000,bca_repeat_block
coverage,coverage,play,40,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.12505659635462507,-0.022507726065185613,0.26377411567772335,1.133212586953374,0.9777436830527245,1.301834099172971,-0.0025066308995717666,-0.013614684503743047,False,0.95,10000,bca_repeat_block
coverage,coverage,play,40,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.7819120665335655,-1.1510312539895657,-0.48830681489454997,0.4575303459442232,0.3163104047587199,0.6136645627279871,-0.06999203404538505,-0.09059146062977597,False,0.95,10000,bca_repeat_block
coverage,coverage,play,40,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.3180483853569731,-0.48476885202129266,-0.16238669247189552,0.7275675839456407,0.6158395303762425,0.8501124089041432,-0.009023984261129074,-0.017401028641294954,False,0.95,10000,bca_repeat_block
coverage,coverage,play,40,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.9069686628881906,-1.302587494812779,-0.6057732069896127,0.40374626192097557,0.2718275299646668,0.5456523612691577,-0.07225371305299151,-0.0907200758258036,False,0.95,10000,bca_repeat_block
coverage,coverage,play,40,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.4431049817115982,-0.5713851106016077,-0.31873715919151313,0.6420398011124249,0.5647426656576829,0.7270666269737915,-0.006266611701750475,-0.004994348774831751,False,0.95,10000,bca_repeat_block
coverage,coverage,play,40,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.4638636811765924,0.16750503217799156,0.8313940509290232,1.5902061806285899,1.1823512399718397,2.296517972813038,0.0689869589723279,0.08537338877295232,False,0.95,10000,bca_repeat_block
coverage,coverage,play,80,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.21859503526140678,-0.3814515095236439,-0.047532971181066766,0.8036471010030684,0.6828694979225266,0.9535790319873783,0.002255967360748947,-0.001164235713259813,False,0.95,10000,bca_repeat_block
coverage,coverage,play,80,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.4879340723803214,-0.6708672677713317,-0.31220426959354364,0.6138933442356397,0.5112649818147635,0.7318320219293754,0.002757294595891845,0.0039020092005826513,False,0.95,10000,bca_repeat_block
coverage,coverage,play,80,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.45926595111362634,-0.6206836066157335,-0.3064372587675934,0.6317472086820974,0.5375768208851612,0.7360646983369497,-0.014538956187067702,0.00720441694696511,False,0.95,10000,bca_repeat_block
coverage,coverage,play,80,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.2693390371189146,-0.44602567259816456,-0.08421234050925826,0.7638842266330726,0.6401673370918806,0.9192360443203947,0.019051527317045326,0.015049018267446776,False,0.95,10000,bca_repeat_block
coverage,coverage,play,80,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.24067091585221956,-0.4211467680066339,-0.0632469791711567,0.7861002769668243,0.6562937714116669,0.9387116028430519,0.002005303963673465,0.008302123740650098,False,0.95,10000,bca_repeat_block
coverage,coverage,play,80,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.028668121266695046,-0.11952429569373667,0.1861305151808854,1.029083007030623,0.8873424489567784,1.2045794660254439,0.0017546406925954574,0.007522068833355063,False,0.95,10000,bca_repeat_block
coverage,coverage,play,160,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.1100196271460181,-0.24515296146964397,0.048985945312800074,0.8958165528016945,0.7825848237614865,1.050205590325234,0.019302236240380202,0.009333375007681563,False,0.95,10000,bca_repeat_block
coverage,coverage,play,160,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.4632796776228254,-0.6543063199488753,-0.27238951350154306,0.6292166300859959,0.5198025141881686,0.7615575663559885,0.004762611726370971,-0.003044306115375099,False,0.95,10000,bca_repeat_block
coverage,coverage,play,160,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.4676240823515059,-0.6584361332824034,-0.2646824792542623,0.6264889876642954,0.5176602534475093,0.7674495924599511,0.0025066308995717666,-0.01846708981824233,False,0.95,10000,bca_repeat_block
coverage,coverage,play,160,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.3532600504768073,-0.5448699036088204,-0.1526829500357715,0.7023945115973813,0.5799172235704585,0.8584018349434475,0.002757294595891845,0.008590674725577545,False,0.95,10000,bca_repeat_block
coverage,coverage,play,160,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.3576044552054878,-0.585394189830668,-0.1344572679916227,0.6993496444165174,0.5568862996242759,0.874190233982839,-0.017045897714989152,-0.01572346035182874,False,0.95,10000,bca_repeat_block
coverage,coverage,play,160,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,-0.004344404728680473,-0.2147711772239431,0.19574408130704307,0.9956650185464303,0.8067260163454834,1.216215613193194,-0.022060117941149964,-0.01920029788266041,False,0.95,10000,bca_repeat_block
coverage,coverage,play,240,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.15209899508238145,-0.3248621482427475,0.029922448620899947,0.8589032493344217,0.7226269621728826,1.0303746238819171,0.002255967360748947,-0.006973298781435109,False,0.95,10000,bca_repeat_block
coverage,coverage,play,240,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.41836019686455206,-0.5850166105037,-0.25862611395801655,0.6581251311178258,0.5570966080800498,0.7721116508524932,-0.0015039775317649809,-0.00585094897115473,False,0.95,10000,bca_repeat_block
coverage,coverage,play,240,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.418048042251848,-0.5861373006838163,-0.24550556852574792,0.6583305999805988,0.5564726250931088,0.7823089274749756,0.0025066308995717666,0.00424833060037707,False,0.95,10000,bca_repeat_block
coverage,coverage,play,240,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.2662612017821706,-0.4204234709302941,-0.10142913546383867,0.7662389583783945,0.6567686384920319,0.9035452063855218,0.021558673039087442,0.02017327158497932,False,0.95,10000,bca_repeat_block
coverage,coverage,play,240,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.26594904716946655,-0.4466756256427817,-0.07765260260990632,0.766478180738925,0.6397513935685956,0.9252858125923551,0.005263943686483789,0.013724138877017735,False,0.95,10000,bca_repeat_block
coverage,coverage,play,240,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.0003121546127040631,-0.18598419834276772,0.18672160995024345,1.000312203338025,0.8302867147843467,1.2052916971243888,-0.009274657580969804,-0.0006676539552726396,False,0.95,10000,bca_repeat_block
coverage,coverage,play,360,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.1726287444050154,-0.3231407163227179,-0.016135768966806793,0.8414499498647606,0.723871986596782,0.9839937151757384,-0.00701861679253328,-0.011197836038276511,False,0.95,10000,bca_repeat_block
coverage,coverage,play,360,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.5666489961290884,-0.73629135849975,-0.39910875127782397,0.5674236953901481,0.4788866451660011,0.6709177342249718,-0.009274657580969804,-0.006976139669252264,False,0.95,10000,bca_repeat_block
coverage,coverage,play,360,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.5817132516784778,-0.7584078414920672,-0.419080894590394,0.5589399409956484,0.46841161916514273,0.657650992708269,-0.010778710290106233,-0.008113158528582123,False,0.95,10000,bca_repeat_block
coverage,coverage,play,360,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.39402025172407296,-0.5738317109006347,-0.21918263455887038,0.674340399546456,0.5633626549387087,0.8031750172427364,0.0,-0.002632849005568305,False,0.95,10000,bca_repeat_block
coverage,coverage,play,360,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.40908450727346235,-0.6119854355699194,-0.19613308243094485,0.6642580953097473,0.5422731511558638,0.8219028465707082,0.009274657580969943,0.015021278298222295,False,0.95,10000,bca_repeat_block
coverage,coverage,play,360,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,-0.015064255549389394,-0.19807106905086047,0.16182169353522097,0.985048642727783,0.820311552302731,1.1756505965293618,-0.002757294595891845,0.0047950652595911475,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,20,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.4753573053653416,0.31916533137528663,0.634882705818211,1.6085888522435903,1.375978798568387,1.8868008177208848,-0.016795199001296272,-0.002233598679768152,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,20,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-2.161201159146227,-2.4677461739792435,-1.8295213303098736,0.11518668037541697,0.08477571355343122,0.16049037126823743,-0.029080986449119495,-0.0479256184144853,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,20,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.47983662104005814,-0.6759618787594602,-0.3096005229801023,0.6188844962520682,0.5086669093243187,0.7337400099588339,-0.03209034878725276,-0.01608107233634486,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,20,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-2.6365584645115687,-2.9216061575555856,-2.3159143291449404,0.07160728499066715,0.05384713083126914,0.0986759204731398,-0.009525331483604745,-0.04697291442484092,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,20,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9551939264053997,-1.125407707245226,-0.7682250267136649,0.3847375265524654,0.3245201311742709,0.4638356339387523,0.00701861679253328,0.011169302968048585,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,20,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,1.681364538106169,1.395558455584783,1.9823905105669337,5.372882474214874,4.037228556032977,7.2600775497756445,0.036103288744783815,0.06634783563336412,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,40,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.8087527444488543,0.6355208943360356,0.9749989798366628,2.245106018709914,1.8880053366523704,2.651164506360397,-0.008271967640830305,0.004846730794378342,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,40,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.5620970370106584,-2.1512049112844895,-1.1052809538447372,0.20969586980281205,0.11634388921988326,0.33111784034204805,-0.11051620356204167,-0.14184812209635472,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,40,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.1632385334640895,-0.39878672632225914,0.062051638258988795,0.8493885566535465,0.6711338212693664,1.0640172873097025,-0.017045897714989152,-0.030513143669511713,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,40,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-2.370849781459513,-2.9810190240880816,-1.9153892874078453,0.09340132183303652,0.0507411011066283,0.14728448542907457,-0.12414559219253689,-0.14193305320587732,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,40,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9719912779129438,-1.1992147594761058,-0.7681186668719885,0.3783289294915451,0.3014308146958473,0.4638849700469857,-0.021809394804630282,-0.04160743969280367,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,40,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,1.3988585035465688,0.928619399650112,1.9955063419983992,4.050573611451055,2.5310124477091227,7.355926699710733,0.09942605041158487,0.12834855627858757,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,80,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.46900748413388427,0.25858221202469156,0.6572224616227045,1.598406961401576,1.295092617662605,1.9294258307261773,-0.02782716476390159,-0.017088552566045776,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,80,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.9139737459667914,-1.1416626000300538,-0.7098062397684293,0.4009278688774025,0.31928773248423425,0.49173946778401745,-0.02356448643428617,-0.02401894298007552,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,80,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.25026245929859225,-0.4560125820323614,-0.05323237854806295,0.7785964063855908,0.6338058624825081,0.9481596549161628,-0.01153074557586483,-0.005493182568572873,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,80,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.3829812301006756,-1.6018943696556454,-1.1458119258941297,0.25082965637602433,0.20151441339533452,0.3179656484134192,0.013786892263084145,-0.003743025185743385,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,80,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.7192699434324765,-0.9257430587437417,-0.5132453392260338,0.48710774238800386,0.39623688237946636,0.598549925814954,-0.001253314465432556,0.0047192657693516556,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,80,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.6637112866681991,0.43677064510900326,0.885256427248746,1.941986244472503,1.5477010635371298,2.4236057903752117,-0.0010026514778483275,0.012662857355468812,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,160,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.325391056141777,0.10401372746667598,0.5791073824680094,1.384571985505444,1.1096156870234,1.7844448928497172,0.029331756209256883,0.02857153890819329,False,0.95,10000,bca_repeat_block
mean_width,mean_width,play,160,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.0475147389864883,-1.3153752314118334,-0.778130819404598,0.3508085173511634,0.2683736021379288,0.4592636562232843,-0.006517279650583851,-0.021254687028864246,False,0.95,10000,bca_repeat_block
