metric,model,size_from,size_to,contrast,n_repeats,mean,sd,mcse,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper,confidence,max_t_critical,bootstrap_draws
crps_game_equal,zoo_cnn,40,80,80 - 40,100,-0.0010025452563559448,0.0009383740371496116,9.383740371496116e-05,-0.0011887390234927345,-0.0008163514892191551,-0.001338984088813815,-0.0006661064238980747,0.95,3.5853382461414935,10000
crps_game_equal,zoo_cnn,80,160,160 - 80,100,-0.0007265763972440086,0.0006668981386760604,6.668981386760604e-05,-0.0008589034564130712,-0.0005942493380749459,-0.0009656819375315938,-0.0004874708569564233,0.95,3.5853382461414935,10000
crps_game_equal,zoo_cnn,160,240,240 - 160,100,-0.00039879435774728975,0.0005595186300141258,5.595186300141258e-05,-0.000509814992783184,-0.0002877737227113954,-0.0005994007121091234,-0.00019818800338545605,0.95,3.5853382461414935,10000
crps_game_equal,zoo_cnn,240,360,360 - 240,100,-0.00016049441675728915,0.0004836056488758006,4.836056488758006e-05,-0.00025645226939176107,-6.453656412281719e-05,-0.00033388339965373734,1.2894566139159047e-05,0.95,3.5853382461414935,10000
coverage_game_equal,zoo_cnn,20,40,40 - 20,100,-0.006119053966273717,0.02299970651906191,0.002299970651906191,-0.010682694721758456,-0.0015554132107889768,-0.014365226709555968,0.0021271187770085347,0.95,3.5853382461414935,10000
coverage_game_equal,zoo_cnn,40,80,80 - 40,100,-0.0018759272281518359,0.01335273266947593,0.001335273266947593,-0.004525399079325629,0.0007735446230219566,-0.006663333541189342,0.00291147908488567,0.95,3.5853382461414935,10000
coverage_game_equal,zoo_cnn,80,160,160 - 80,100,-0.0018850264322531408,0.009489650630820409,0.0009489650630820409,-0.003767978996810033,-2.0738676962488416e-06,-0.005287387167173257,0.0015173343026669754,0.95,3.5853382461414935,10000
coverage_game_equal,zoo_cnn,160,240,240 - 160,100,0.0007041814118185308,0.008779027707198012,0.0008779027707198012,-0.001037768147620139,0.002446130971257201,-0.002443396968436759,0.0038517597920738203,0.95,3.5853382461414935,10000
coverage_game_equal,zoo_cnn,240,360,360 - 240,100,-0.00016108532836136335,0.008635420713665265,0.0008635420713665265,-0.0018745401447077458,0.0015523694879850192,-0.003257175743984018,0.002935005087261291,0.95,3.5853382461414935,10000
mean_width_game_equal,zoo_cnn,20,40,40 - 20,100,-2.5410996209842596,8.635110431484394,0.8635110431484394,-4.254492870614339,-0.8277063713541806,-5.637078789949896,0.5548795479813777,0.95,3.5853382461414935,10000
mean_width_game_equal,zoo_cnn,40,80,80 - 40,100,-1.4852591686937984,3.667775165696972,0.3667775165696972,-2.2130253345036484,-0.7574930028839484,-2.800280626675929,-0.1702377107116677,0.95,3.5853382461414935,10000
mean_width_game_equal,zoo_cnn,80,160,160 - 80,100,-1.654246941862369,1.8172325047479476,0.18172325047479476,-2.0148252959377153,-1.293668587787023,-2.305786262002801,-1.002707621721937,0.95,3.5853382461414935,10000
mean_width_game_equal,zoo_cnn,160,240,240 - 160,100,-0.4147326441496713,1.557382054744562,0.15573820547445621,-0.7237510314496296,-0.10571425684971297,-0.9731067886226816,0.14364150032333906,0.95,3.5853382461414935,10000
mean_width_game_equal,zoo_cnn,240,360,360 - 240,100,-0.42267531082530596,1.5766663163376808,0.1576666316337681,-0.7355201140003037,-0.10983050765030822,-0.987963515362157,0.14261289371154506,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,zoo_cnn,20,40,40 - 20,100,-2.541099620984259,8.635110431484394,0.8635110431484394,-4.254492870614338,-0.8277063713541801,-5.637078789949896,0.5548795479813782,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,zoo_cnn,40,80,80 - 40,100,-1.4852591686937984,3.667775165696972,0.3667775165696972,-2.2130253345036484,-0.7574930028839484,-2.800280626675929,-0.1702377107116677,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,zoo_cnn,80,160,160 - 80,100,-1.6542469418623684,1.8172325047479474,0.18172325047479473,-2.0148252959377144,-1.2936685877870224,-2.3057862620028002,-1.0027076217219366,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,zoo_cnn,160,240,240 - 160,100,-0.4147326441496717,1.557382054744562,0.15573820547445621,-0.72375103144963,-0.10571425684971336,-0.9731067886226821,0.14364150032333867,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,zoo_cnn,240,360,360 - 240,100,-0.42267531082530607,1.5766663163376806,0.15766663163376807,-0.7355201140003038,-0.10983050765030838,-0.987963515362157,0.14261289371154484,0.95,3.5853382461414935,10000
crps,set_transformer,20,40,40 - 20,100,-0.00024556348950368956,0.00019784315570204643,1.9784315570204644e-05,-0.00028481986383208677,-0.00020630711517529235,-0.0003164969527912769,-0.0001746300262161022,0.95,3.5853382461414935,10000
crps,set_transformer,40,80,80 - 40,100,-0.0003367598661386878,0.00016096989766173077,1.6096989766173077e-05,-0.0003686997861009902,-0.0003048199461763854,-0.00039447301919509636,-0.00027904671308227923,0.95,3.5853382461414935,10000
crps,set_transformer,80,160,160 - 80,100,-0.00044115937480838094,0.00016835661217559812,1.683566121755981e-05,-0.00047456497918612044,-0.00040775377043064144,-0.0005015209148707792,-0.00038079783474598267,0.95,3.5853382461414935,10000
crps,set_transformer,160,240,240 - 160,100,-0.00019889263835664198,0.00017486127108653384,1.7486127108653384e-05,-0.00023358890818186753,-0.00016419636853141643,-0.0002615863186561885,-0.00013619895805709543,0.95,3.5853382461414935,10000
crps,set_transformer,240,360,360 - 240,100,-0.00014887062078834982,0.00011589514848354812,1.1589514848354811e-05,-0.00017186673261021702,-0.00012587450896648262,-0.00019042295162838106,-0.00010731828994831857,0.95,3.5853382461414935,10000
coverage,set_transformer,20,40,40 - 20,100,-0.005204718336926475,0.01004815667349563,0.001004815667349563,-0.007198490617222988,-0.0032109460566299626,-0.008807322379397051,-0.0016021142944558984,0.95,3.5853382461414935,10000
coverage,set_transformer,40,80,80 - 40,100,0.00040921332893860684,0.008138666667497888,0.0008138666667497887,-0.0012056747074941918,0.0020241013653714054,-0.0025087739586191044,0.0033272006164963177,0.95,3.5853382461414935,10000
coverage,set_transformer,80,160,160 - 80,100,0.002720402091671683,0.009216162973044187,0.0009216162973044187,0.0008917154117735896,0.0045490887715697766,-0.0005839040673211587,0.006024708250664525,0.95,3.5853382461414935,10000
coverage,set_transformer,160,240,240 - 160,100,0.00015137918957372932,0.008442558576688936,0.0008442558576688935,-0.0015238075946233907,0.0018265659737708496,-0.002875563626455544,0.0031783220056030024,0.95,3.5853382461414935,10000
coverage,set_transformer,240,360,360 - 240,100,0.002312297014142467,0.008582585681186323,0.0008582585681186323,0.0006093258145039074,0.0040152682137810265,-0.0007648502552118994,0.005389444283496834,0.95,3.5853382461414935,10000
mean_width,set_transformer,20,40,40 - 20,100,-1.3215592255919404,1.4041213573650781,0.14041213573650782,-1.6001673655178572,-1.0429510856660236,-1.8249842260704527,-0.8181342251134281,0.95,3.5853382461414935,10000
mean_width,set_transformer,40,80,80 - 40,100,-0.45751416694154495,1.038019118569055,0.1038019118569055,-0.663479680047027,-0.25154865383606295,-0.8296791315447165,-0.08534920233837345,0.95,3.5853382461414935,10000
mean_width,set_transformer,80,160,160 - 80,100,-0.5347670798045917,1.0440539778433373,0.10440539778433373,-0.7419300399172738,-0.3276041196919096,-0.9090957455843798,-0.16043841402480363,0.95,3.5853382461414935,10000
mean_width,set_transformer,160,240,240 - 160,100,-0.3183719343705775,1.0973469007380152,0.10973469007380152,-0.536109366583566,-0.10063450215758893,-0.7118079156206614,0.07506404687950641,0.95,3.5853382461414935,10000
mean_width,set_transformer,240,360,360 - 240,100,0.021689270476272303,0.9432514610748868,0.09432514610748868,-0.16547228338373998,0.2088508243362846,-0.31649828343579134,0.3598768243883359,0.95,3.5853382461414935,10000
mean_width_inclusive,set_transformer,20,40,40 - 20,100,-1.3215592255919404,1.404121357365078,0.1404121357365078,-1.6001673655178572,-1.0429510856660236,-1.8249842260704525,-0.8181342251134283,0.95,3.5853382461414935,10000
mean_width_inclusive,set_transformer,40,80,80 - 40,100,-0.45751416694154473,1.038019118569055,0.1038019118569055,-0.6634796800470267,-0.25154865383606273,-0.8296791315447163,-0.08534920233837323,0.95,3.5853382461414935,10000
mean_width_inclusive,set_transformer,80,160,160 - 80,100,-0.534767079804592,1.044053977843337,0.1044053977843337,-0.741930039917274,-0.32760411969191006,-0.90909574558438,-0.16043841402480408,0.95,3.5853382461414935,10000
mean_width_inclusive,set_transformer,160,240,240 - 160,100,-0.31837193437057737,1.0973469007380152,0.10973469007380152,-0.5361093665835659,-0.10063450215758882,-0.7118079156206613,0.07506404687950652,0.95,3.5853382461414935,10000
mean_width_inclusive,set_transformer,240,360,360 - 240,100,0.021689270476272195,0.9432514610748868,0.09432514610748868,-0.1654722833837401,0.2088508243362845,-0.31649828343579145,0.3598768243883358,0.95,3.5853382461414935,10000
mean_q,set_transformer,20,40,40 - 20,100,-0.029740883690139483,0.39484153649882175,0.03948415364988218,-0.10808601067820912,0.04860424329793016,-0.17130492988758927,0.11182316250731032,0.95,3.5853382461414935,10000
mean_q,set_transformer,40,80,80 - 40,100,-0.10412540421344664,0.2915212319039537,0.029152123190395368,-0.1619695412202985,-0.04628126720659477,-0.20864562644419954,0.0003948180173062449,0.95,3.5853382461414935,10000
mean_q,set_transformer,80,160,160 - 80,100,-0.04610739125933277,0.2652961167484934,0.02652961167484934,-0.09874789646151148,0.006533113942845947,-0.141225022652452,0.04901024013378646,0.95,3.5853382461414935,10000
mean_q,set_transformer,160,240,240 - 160,100,-0.014050522801943282,0.2965453026745286,0.02965453026745286,-0.07289154444765056,0.04479049884376399,-0.12037204434120256,0.09227099873731599,0.95,3.5853382461414935,10000
mean_q,set_transformer,240,360,360 - 240,100,-0.07099877244897436,0.2886541384054723,0.028865413840547232,-0.12827401590370152,-0.01372352899424719,-0.17449104468219037,0.03249349978424165,0.95,3.5853382461414935,10000
crps_game_equal,set_transformer,20,40,40 - 20,100,-0.0002487262104306488,0.00020003319676069618,2.0003319676069617e-05,-0.0002884171364183533,-0.00020903528444294432,-0.00032044487751505587,-0.00017700754334624175,0.95,3.5853382461414935,10000
crps_game_equal,set_transformer,40,80,80 - 40,100,-0.00033381775809291817,0.00015928698121359013,1.5928698121359015e-05,-0.00036542375092078327,-0.0003022117652650531,-0.00039092752867866883,-0.0002767079875071675,0.95,3.5853382461414935,10000
crps_game_equal,set_transformer,80,160,160 - 80,100,-0.0004406090582352201,0.0001675551097110049,1.6755510971100492e-05,-0.0004738556271352674,-0.0004073624893351728,-0.0005006832325535501,-0.0003805348839168901,0.95,3.5853382461414935,10000
crps_game_equal,set_transformer,160,240,240 - 160,100,-0.0001965880351428035,0.0001749256583389958,1.749256583389958e-05,-0.00023129708079580867,-0.00016187898948979832,-0.0002593048004502316,-0.00013387126983537538,0.95,3.5853382461414935,10000
crps_game_equal,set_transformer,240,360,360 - 240,100,-0.00014694741417903864,0.00011645718579830868,1.1645718579830868e-05,-0.00017005504639763867,-0.0001238397819604386,-0.00018870125440710687,-0.00010519357395097043,0.95,3.5853382461414935,10000
coverage_game_equal,set_transformer,20,40,40 - 20,100,-0.005179603201200986,0.010054995231055412,0.001005499523105541,-0.007174732399680897,-0.003184474002721075,-0.008784659097868314,-0.0015745473045336573,0.95,3.5853382461414935,10000
coverage_game_equal,set_transformer,40,80,80 - 40,100,0.00042109297875172146,0.008181106591028093,0.0008181106591028094,-0.001202216059250014,0.002044402016753457,-0.002512110456905607,0.0033542964144090493,0.95,3.5853382461414935,10000
coverage_game_equal,set_transformer,80,160,160 - 80,100,0.002847320694221227,0.009200111433253994,0.0009200111433253994,0.001021818988058085,0.004672822400384369,-0.0004512304448196906,0.006145871833262144,0.95,3.5853382461414935,10000
coverage_game_equal,set_transformer,160,240,240 - 160,100,8.771709540778328e-05,0.008428081010752871,0.0008428081010752871,-0.0015845970256146448,0.0017600312164302112,-0.0029340350235353293,0.003109469214350896,0.95,3.5853382461414935,10000
coverage_game_equal,set_transformer,240,360,360 - 240,100,0.0023686389451104493,0.00861554058954386,0.0008615540589543859,0.0006591287766920457,0.004078149113528853,-0.0007203237735771539,0.005457601663798052,0.95,3.5853382461414935,10000
mean_width_game_equal,set_transformer,20,40,40 - 20,100,-1.317424435937655,1.401918707145721,0.14019187071457212,-1.5955955222732228,-1.0392533496020873,-1.820059711808734,-0.814789160066576,0.95,3.5853382461414935,10000
mean_width_game_equal,set_transformer,40,80,80 - 40,100,-0.45146636993031775,1.037874130918465,0.1037874130918465,-0.6574031143403938,-0.24552962552024174,-0.8235793515566013,-0.07935338830403416,0.95,3.5853382461414935,10000
mean_width_game_equal,set_transformer,80,160,160 - 80,100,-0.5290728108686303,1.0433657745704628,0.10433657745704628,-0.7360992165213003,-0.3220464052159604,-0.9031547324968827,-0.15499088924037796,0.95,3.5853382461414935,10000
mean_width_game_equal,set_transformer,160,240,240 - 160,100,-0.31643663688880763,1.096467559976553,0.1096467559976553,-0.5339995888172916,-0.09887368496032364,-0.7095573447325454,0.07668407095493013,0.95,3.5853382461414935,10000
mean_width_game_equal,set_transformer,240,360,360 - 240,100,0.022036072225819953,0.9445195732521517,0.09445195732521518,-0.1653771026020467,0.20944924705368662,-0.3166061427951982,0.3606782872468381,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,set_transformer,20,40,40 - 20,100,-1.317424435937655,1.4019187071457209,0.1401918707145721,-1.5955955222732225,-1.0392533496020875,-1.8200597118087338,-0.8147891600665761,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,set_transformer,40,80,80 - 40,100,-0.4514663699303179,1.0378741309184645,0.10378741309184644,-0.6574031143403938,-0.24552962552024202,-0.8235793515566013,-0.07935338830403449,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,set_transformer,80,160,160 - 80,100,-0.52907281086863,1.0433657745704628,0.10433657745704628,-0.7360992165213,-0.32204640521596006,-0.9031547324968824,-0.15499088924037763,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,set_transformer,160,240,240 - 160,100,-0.3164366368888077,1.096467559976553,0.1096467559976553,-0.5339995888172917,-0.0988736849603237,-0.7095573447325454,0.07668407095493007,0.95,3.5853382461414935,10000
mean_width_inclusive_game_equal,set_transformer,240,360,360 - 240,100,0.022036072225820186,0.9445195732521517,0.09445195732521518,-0.16537710260204647,0.20944924705368684,-0.31660614279519794,0.36067828724683837,0.95,3.5853382461414935,10000
